Name,Image,National Number,Type,Species,Height,Weight,Abilities,Local Number,EV yield,Catch rate,Base Friendship,Base Exp.,Growth Rate,Egg Groups,Gender,Egg cycles,HP,Min HP,Max HP,Attack,Min Attack,Max Attack,Defense,Min Defense,Max Defense,Sp. Atk,Min Sp. Atk,Max Sp. Atk,Sp. Def,Min Sp. Def,Max Sp. Def,Speed,Min Speed,Max Speed,Total,Normal,Fire,Water,Electric,Grass,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,Fairy
Shiinotic,https://img.pokemondb.net/artwork/shiinotic.jpg,0756,Grass Fairy,Illuminating Pokémon,1.0 m (3′03″),11.5 kg (25.4 lbs),1. Illuminate2. Effect SporeRain Dish (hidden ability),0146 (Sun/Moon — Alola dex)0179 (U.Sun/U.Moon — Alola dex)0341 (Sword/Shield),2 Sp. Def,"75 (9.8% with PokéBall, full HP)",50 (normal),142,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,45,85,207,80,148,284,90,166,306,100,184,328,30,58,174,405,100,200,50,50,50,200,50,400,50,200,100,100,100,100,0,50,200,100
Salandit,https://img.pokemondb.net/artwork/salandit.jpg,0757,Poison Fire,Toxic Lizard Pokémon,0.6 m (2′00″),4.8 kg (10.6 lbs),1. CorrosionOblivious (hidden ability),0161 (Sun/Moon — Alola dex)0195 (U.Sun/U.Moon — Alola dex)0244 (Sword/Shield)0120 (Scarlet/Violet)0159 (The Isle of Armor),1 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),64,Medium Fast,"Dragon, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",48,206,300,44,83,205,40,76,196,71,132,265,40,76,196,77,143,278,320,100,50,200,100,25,50,50,50,400,100,200,25,200,100,100,100,50,25
Salazzle,https://img.pokemondb.net/artwork/salazzle.jpg,0758,Poison Fire,Toxic Lizard Pokémon,1.2 m (3′11″),22.2 kg (48.9 lbs),1. CorrosionOblivious (hidden ability),0162 (Sun/Moon — Alola dex)0196 (U.Sun/U.Moon — Alola dex)0245 (Sword/Shield)0121 (Scarlet/Violet)0160 (The Isle of Armor),2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),168,Medium Fast,"Dragon, Monster","0% male, 100% female","20 (4,884–5,140 steps)",68,246,340,64,119,249,60,112,240,111,204,353,60,112,240,117,215,366,480,100,50,200,100,25,50,50,50,400,100,200,25,200,100,100,100,50,25
Stufful,https://img.pokemondb.net/artwork/stufful.jpg,0759,Normal Fighting,Flailing Pokémon,0.5 m (1′08″),6.8 kg (15.0 lbs),1. Fluffy2. KlutzCute Charm (hidden ability),0169 (Sun/Moon — Alola dex)0205 (U.Sun/U.Moon — Alola dex)0094 (Sword/Shield),1 Attack,"140 (18.3% with PokéBall, full HP)",50 (normal),68,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,75,139,273,50,94,218,45,85,207,50,94,218,50,94,218,340,100,200,100,100,100,100,200,100,100,200,200,50,50,0,100,50,100,200
Bewear,https://img.pokemondb.net/artwork/bewear.jpg,0760,Normal Fighting,Strong Arm Pokémon,2.1 m (6′11″),135.0 kg (297.6 lbs),1. Fluffy2. KlutzUnnerve (hidden ability),0170 (Sun/Moon — Alola dex)0206 (U.Sun/U.Moon — Alola dex)0095 (Sword/Shield),2 Attack,"70 (9.1% with PokéBall, full HP)",50 (normal),175,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",120,350,444,125,229,383,80,148,284,55,103,229,60,112,240,60,112,240,500,100,200,100,100,100,100,200,100,100,200,200,50,50,0,100,50,100,200
Bounsweet,https://img.pokemondb.net/artwork/bounsweet.jpg,0761,Grass,Fruit Pokémon,0.3 m (1′00″),3.2 kg (7.1 lbs),1. Leaf Guard2. ObliviousSweet Veil (hidden ability),0171 (Sun/Moon — Alola dex)0207 (U.Sun/U.Moon — Alola dex)0052 (Sword/Shield)0081 (Scarlet/Violet),1 HP,"235 (30.7% with PokéBall, full HP)",50 (normal),42,Medium Slow,Grass,"0% male, 100% female","20 (4,884–5,140 steps)",42,194,288,30,58,174,38,72,192,30,58,174,38,72,192,32,62,179,210,100,200,50,50,50,200,100,200,50,200,100,200,100,100,100,100,100,100
Steenee,https://img.pokemondb.net/artwork/steenee.jpg,0762,Grass,Fruit Pokémon,0.7 m (2′04″),8.2 kg (18.1 lbs),1. Leaf Guard2. ObliviousSweet Veil (hidden ability),0172 (Sun/Moon — Alola dex)0208 (U.Sun/U.Moon — Alola dex)0053 (Sword/Shield)0082 (Scarlet/Violet),2 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),102,Medium Slow,Grass,"0% male, 100% female","20 (4,884–5,140 steps)",52,214,308,40,76,196,48,90,214,40,76,196,48,90,214,62,116,245,290,100,200,50,50,50,200,100,200,50,200,100,200,100,100,100,100,100,100
Tsareena,https://img.pokemondb.net/artwork/tsareena.jpg,0763,Grass,Fruit Pokémon,1.2 m (3′11″),21.4 kg (47.2 lbs),1. Leaf Guard2. Queenly MajestySweet Veil (hidden ability),0173 (Sun/Moon — Alola dex)0209 (U.Sun/U.Moon — Alola dex)0054 (Sword/Shield)0083 (Scarlet/Violet),3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),255,Medium Slow,Grass,"0% male, 100% female","20 (4,884–5,140 steps)",72,254,348,120,220,372,98,180,324,50,94,218,98,180,324,72,134,267,510,100,200,50,50,50,200,100,200,50,200,100,200,100,100,100,100,100,100
Comfey,https://img.pokemondb.net/artwork/comfey.jpg,0764,Fairy,Posy Picker Pokémon,0.1 m (0′04″),0.3 kg (0.7 lbs),1. Flower Veil2. TriageNatural Cure (hidden ability),0174 (Sun/Moon — Alola dex)0210 (U.Sun/U.Moon — Alola dex)0079 (The Isle of Armor),2 Sp. Def,"60 (7.8% with PokéBall, full HP)",50 (normal),170,Fast,Grass,"25% male, 75% female","20 (4,884–5,140 steps)",51,212,306,52,98,223,90,166,306,82,152,289,110,202,350,100,184,328,485,100,100,100,100,100,100,50,200,100,100,100,50,100,100,0,50,200,100
Oranguru,https://img.pokemondb.net/artwork/oranguru.jpg,0765,Normal Psychic,Sage Pokémon,1.5 m (4′11″),76.0 kg (167.6 lbs),1. Inner Focus2. TelepathySymbiosis (hidden ability),0176 (Sun/Moon — Alola dex)0215 (U.Sun/U.Moon — Alola dex)0342 (Sword/Shield)0313 (Scarlet/Violet)0089 (The Isle of Armor),2 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",90,290,384,60,112,240,80,148,284,90,166,306,110,202,350,60,112,240,490,100,100,100,100,100,100,100,100,100,100,50,200,100,0,100,200,100,100
Passimian,https://img.pokemondb.net/artwork/passimian.jpg,0766,Fighting,Teamwork Pokémon,2.0 m (6′07″),82.8 kg (182.5 lbs),1. ReceiverDefiant (hidden ability),0177 (Sun/Moon — Alola dex)0216 (U.Sun/U.Moon — Alola dex)0343 (Sword/Shield)0314 (Scarlet/Violet)0090 (The Isle of Armor),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",100,310,404,120,220,372,90,166,306,40,76,196,60,112,240,80,148,284,490,100,100,100,100,100,100,100,100,100,200,200,50,50,100,100,50,100,200
Wimpod,https://img.pokemondb.net/artwork/wimpod.jpg,0767,Bug Water,Turn Tail Pokémon,0.5 m (1′08″),12.0 kg (26.5 lbs),1. Wimp Out,0182 (Sun/Moon — Alola dex)0221 (U.Sun/U.Moon — Alola dex)0232 (Sword/Shield)0124 (The Isle of Armor),1 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),46,Medium Fast,"Bug, Water 3","50% male, 50% female","20 (4,884–5,140 steps)",25,160,254,35,67,185,40,76,196,20,40,152,30,58,174,80,148,284,230,100,100,50,200,100,50,50,100,50,200,100,100,200,100,100,100,50,100
Golisopod,https://img.pokemondb.net/artwork/golisopod.jpg,0768,Bug Water,Hard Scale Pokémon,2.0 m (6′07″),108.0 kg (238.1 lbs),1. Emergency Exit,0183 (Sun/Moon — Alola dex)0222 (U.Sun/U.Moon — Alola dex)0233 (Sword/Shield)0125 (The Isle of Armor),2 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),186,Medium Fast,"Bug, Water 3","50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,125,229,383,140,256,416,60,112,240,90,166,306,40,76,196,530,100,100,50,200,100,50,50,100,50,200,100,100,200,100,100,100,50,100
Sandygast,https://img.pokemondb.net/artwork/sandygast.jpg,0769,Ghost Ground,Sand Heap Pokémon,0.5 m (1′08″),70.0 kg (154.3 lbs),1. Water CompactionSand Veil (hidden ability),0186 (Sun/Moon — Alola dex)0225 (U.Sun/U.Moon — Alola dex)0322 (Scarlet/Violet)0133 (The Isle of Armor),1 Defense,"140 (18.3% with PokéBall, full HP)",50 (normal),64,Medium Fast,Amorphous,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,55,103,229,80,148,284,70,130,262,45,85,207,15,31,141,320,0,100,200,0,200,200,0,25,100,100,100,50,50,200,100,200,100,100
Palossand,https://img.pokemondb.net/artwork/palossand.jpg,0770,Ghost Ground,Sand Castle Pokémon,1.3 m (4′03″),250.0 kg (551.2 lbs),1. Water CompactionSand Veil (hidden ability),0187 (Sun/Moon — Alola dex)0226 (U.Sun/U.Moon — Alola dex)0323 (Scarlet/Violet)0134 (The Isle of Armor),2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,Amorphous,"50% male, 50% female","15 (3,599–3,855 steps)",85,280,374,75,139,273,110,202,350,100,184,328,75,139,273,35,67,185,480,0,100,200,0,200,200,0,25,100,100,100,50,50,200,100,200,100,100
Pyukumuku,https://img.pokemondb.net/artwork/pyukumuku.jpg,0771,Water,Sea Cucumber Pokémon,0.3 m (1′00″),1.2 kg (2.6 lbs),1. Innards OutUnaware (hidden ability),0200 (Sun/Moon — Alola dex)0256 (U.Sun/U.Moon — Alola dex)0156 (Sword/Shield),2 Sp. Def,"60 (7.8% with PokéBall, full HP)",50 (normal),144,Fast,Water 1,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,60,112,240,130,238,394,30,58,174,130,238,394,5,13,119,410,100,50,50,200,200,50,100,100,100,100,100,100,100,100,100,100,50,100
Type: Null,https://img.pokemondb.net/artwork/type-null.jpg,0772,Normal,Synthetic Pokémon,1.9 m (6′03″),120.5 kg (265.7 lbs),1. Battle Armor,0203 (Sun/Moon — Alola dex)0259 (U.Sun/U.Moon — Alola dex)0381 (Sword/Shield),2 HP,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),107,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",95,300,394,95,175,317,95,175,317,95,175,317,95,175,317,59,110,238,534,100,100,100,100,100,100,200,100,100,100,100,100,100,0,100,100,100,100
Silvally,https://img.pokemondb.net/artwork/silvally.jpg,0773,Normal,Synthetic Pokémon,2.3 m (7′07″),100.5 kg (221.6 lbs),1. RKS System,0204 (Sun/Moon — Alola dex)0260 (U.Sun/U.Moon — Alola dex)0382 (Sword/Shield),3 HP,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",95,300,394,95,175,317,95,175,317,95,175,317,95,175,317,95,175,317,570,100,100,100,100,100,100,200,100,100,100,100,100,100,0,100,100,100,100
Meteor Form,https://img.pokemondb.net/artwork/minior-meteor.jpg,0774,Rock Flying,Meteor Pokémon,0.3 m (1′00″),40.0 kg (88.2 lbs),1. Shields Down,0213 (Sun/Moon — Alola dex)0277 (U.Sun/U.Moon — Alola dex),"1 Defense, 1 Sp. Def","30 (3.9% with PokéBall, full HP)",50 (normal),154,Medium Slow,Mineral,Genderless,"25 (6,169–6,425 steps)",60,230,324,60,112,240,100,184,328,60,112,240,100,184,328,60,112,240,440,50,50,200,200,100,200,100,50,0,50,100,50,200,100,100,100,200,100
Core Form,https://img.pokemondb.net/artwork/minior-core.jpg,0774,Rock Flying,Meteor Pokémon,0.3 m (1′00″),40.0 kg (88.2 lbs),1. Shields Down,0213 (Sun/Moon — Alola dex)0277 (U.Sun/U.Moon — Alola dex),"1 Defense, 1 Sp. Def","30 (3.9% with PokéBall, full HP)",50 (normal),154,Medium Slow,Mineral,Genderless,"25 (6,169–6,425 steps)",60,230,324,60,112,240,100,184,328,60,112,240,100,184,328,60,112,240,440,50,50,200,200,100,200,100,50,0,50,100,50,200,100,100,100,200,100
Komala,https://img.pokemondb.net/artwork/komala.jpg,0775,Normal,Drowsing Pokémon,0.4 m (1′04″),19.9 kg (43.9 lbs),1. Comatose,0222 (Sun/Moon — Alola dex)0286 (U.Sun/U.Moon — Alola dex)0315 (Scarlet/Violet),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),168,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,115,211,361,65,121,251,75,139,273,95,175,317,65,121,251,480,100,100,100,100,100,100,200,100,100,100,100,100,100,0,100,100,100,100
Turtonator,https://img.pokemondb.net/artwork/turtonator.jpg,0776,Fire Dragon,Blast Turtle Pokémon,2.0 m (6′07″),212.0 kg (467.4 lbs),1. Shell Armor,0224 (Sun/Moon — Alola dex)0288 (U.Sun/U.Moon — Alola dex)0347 (Sword/Shield),2 Defense,"70 (9.1% with PokéBall, full HP)",50 (normal),170,Medium Fast,"Dragon, Monster","50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,78,144,280,135,247,405,91,168,309,85,157,295,36,69,188,485,100,25,100,50,25,100,100,100,200,100,100,50,200,100,200,100,50,100
Togedemaru,https://img.pokemondb.net/artwork/togedemaru.jpg,0777,Electric Steel,Roly-Poly Pokémon,0.3 m (1′00″),3.3 kg (7.3 lbs),1. Iron Barbs2. Lightning RodSturdy (hidden ability),0225 (Sun/Moon — Alola dex)0292 (U.Sun/U.Moon — Alola dex)0348 (Sword/Shield),2 Attack,"180 (23.5% with PokéBall, full HP)",50 (normal),152,Medium Fast,"Fairy, Field","50% male, 50% female","10 (2,314–2,570 steps)",65,240,334,98,180,324,63,117,247,40,76,196,73,135,269,96,177,320,435,50,200,100,50,50,50,200,0,400,25,50,50,50,100,50,100,25,50
Mimikyu,https://img.pokemondb.net/artwork/mimikyu.jpg,0778,Ghost Fairy,Disguise Pokémon,0.2 m (0′08″),0.7 kg (1.5 lbs),1. Disguise,0242 (Sun/Moon — Alola dex)0315 (U.Sun/U.Moon — Alola dex)0301 (Sword/Shield)0239 (Scarlet/Violet)0046 (The Crown Tundra),2 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),167,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,90,166,306,80,148,284,50,94,218,105,193,339,96,177,320,476,0,100,100,100,100,100,0,100,100,100,100,25,100,200,0,100,200,100
Bruxish,https://img.pokemondb.net/artwork/bruxish.jpg,0779,Water Psychic,Gnash Teeth Pokémon,0.9 m (2′11″),19.0 kg (41.9 lbs),1. Dazzling2. Strong JawWonder Skin (hidden ability),0243 (Sun/Moon — Alola dex)0320 (U.Sun/U.Moon — Alola dex)0335 (Scarlet/Violet),2 Attack,"80 (10.5% with PokéBall, full HP)",50 (normal),166,Medium Fast,Water 2,"50% male, 50% female","15 (3,599–3,855 steps)",68,246,340,105,193,339,70,130,262,70,130,262,70,130,262,92,170,311,475,100,50,50,200,200,50,50,100,100,100,50,200,100,200,100,200,50,100
Drampa,https://img.pokemondb.net/artwork/drampa.jpg,0780,Normal Dragon,Placid Pokémon,3.0 m (9′10″),185.0 kg (407.9 lbs),1. Berserk2. Sap SipperCloud Nine (hidden ability),0244 (Sun/Moon — Alola dex)0321 (U.Sun/U.Moon — Alola dex)0346 (Sword/Shield),2 Sp. Atk,"70 (9.1% with PokéBall, full HP)",50 (normal),170,Medium Fast,"Dragon, Monster","50% male, 50% female","20 (4,884–5,140 steps)",78,266,360,60,112,240,85,157,295,135,247,405,91,168,309,36,69,188,485,100,50,50,50,50,200,200,100,100,100,100,100,100,0,200,100,100,200
Dhelmise,https://img.pokemondb.net/artwork/dhelmise.jpg,0781,Ghost Grass,Sea Creeper Pokémon,3.9 m (12′10″),210.0 kg (463.0 lbs),1. Steelworker,0263 (Sun/Moon — Alola dex)0344 (U.Sun/U.Moon — Alola dex)0360 (Sword/Shield)0162 (The Crown Tundra),2 Attack,"25 (3.3% with PokéBall, full HP)",50 (normal),181,Medium Fast,Mineral,Genderless,"25 (6,169–6,425 steps)",70,250,344,131,240,397,100,184,328,86,159,298,90,166,306,40,76,196,517,0,200,50,50,50,200,0,100,50,200,100,100,100,200,100,200,100,100
Jangmo-o,https://img.pokemondb.net/artwork/jangmo-o.jpg,0782,Dragon,Scaly Pokémon,0.6 m (2′00″),29.7 kg (65.5 lbs),1. Bulletproof2. SoundproofOvercoat (hidden ability),0271 (Sun/Moon — Alola dex)0361 (U.Sun/U.Moon — Alola dex)0392 (Sword/Shield)0165 (The Isle of Armor),1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),60,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",45,200,294,55,103,229,65,121,251,45,85,207,45,85,207,45,85,207,300,100,50,50,50,50,200,100,100,100,100,100,100,100,100,200,100,100,200
Hakamo-o,https://img.pokemondb.net/artwork/hakamo-o.jpg,0783,Dragon Fighting,Scaly Pokémon,1.2 m (3′11″),47.0 kg (103.6 lbs),1. Bulletproof2. SoundproofOvercoat (hidden ability),0272 (Sun/Moon — Alola dex)0362 (U.Sun/U.Moon — Alola dex)0393 (Sword/Shield)0166 (The Isle of Armor),2 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",55,220,314,75,139,273,90,166,306,65,121,251,70,130,262,65,121,251,420,100,50,50,50,50,200,100,100,100,200,200,50,50,100,200,50,100,400
Kommo-o,https://img.pokemondb.net/artwork/kommo-o.jpg,0784,Dragon Fighting,Scaly Pokémon,1.6 m (5′03″),78.2 kg (172.4 lbs),1. Bulletproof2. SoundproofOvercoat (hidden ability),0273 (Sun/Moon — Alola dex)0363 (U.Sun/U.Moon — Alola dex)0394 (Sword/Shield)0167 (The Isle of Armor),3 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),270,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",75,260,354,110,202,350,125,229,383,100,184,328,105,193,339,85,157,295,600,100,50,50,50,50,200,100,100,100,200,200,50,50,100,200,50,100,400
Tapu Koko,https://img.pokemondb.net/artwork/tapu-koko.jpg,0785,Electric Fairy,Land Spirit Pokémon,1.8 m (5′11″),20.5 kg (45.2 lbs),1. Electric SurgeTelepathy (hidden ability),0285 (Sun/Moon — Alola dex)0383 (U.Sun/U.Moon — Alola dex),3 Speed,"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,Undiscovered,Genderless,"15 (3,599–3,855 steps)",70,250,344,115,211,361,85,157,295,95,175,317,75,139,273,130,238,394,570,100,100,100,50,100,100,50,200,200,50,100,50,100,100,0,50,100,100
Tapu Lele,https://img.pokemondb.net/artwork/tapu-lele.jpg,0786,Psychic Fairy,Land Spirit Pokémon,1.2 m (3′11″),18.6 kg (41.0 lbs),1. Psychic SurgeTelepathy (hidden ability),0286 (Sun/Moon — Alola dex)0384 (U.Sun/U.Moon — Alola dex),3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,Undiscovered,Genderless,"15 (3,599–3,855 steps)",70,250,344,85,157,295,75,139,273,130,238,394,115,211,361,95,175,317,570,100,100,100,100,100,100,25,200,100,100,50,100,100,200,0,100,200,100
Tapu Bulu,https://img.pokemondb.net/artwork/tapu-bulu.jpg,0787,Grass Fairy,Land Spirit Pokémon,1.9 m (6′03″),45.5 kg (100.3 lbs),1. Grassy SurgeTelepathy (hidden ability),0287 (Sun/Moon — Alola dex)0385 (U.Sun/U.Moon — Alola dex),3 Attack,"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,Undiscovered,Genderless,"15 (3,599–3,855 steps)",70,250,344,130,238,394,115,211,361,85,157,295,95,175,317,75,139,273,570,100,200,50,50,50,200,50,400,50,200,100,100,100,100,0,50,200,100
Tapu Fini,https://img.pokemondb.net/artwork/tapu-fini.jpg,0788,Water Fairy,Land Spirit Pokémon,1.3 m (4′03″),21.2 kg (46.7 lbs),1. Misty SurgeTelepathy (hidden ability),0288 (Sun/Moon — Alola dex)0386 (U.Sun/U.Moon — Alola dex),3 Sp. Def,"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,Undiscovered,Genderless,"15 (3,599–3,855 steps)",70,250,344,75,139,273,115,211,361,95,175,317,130,238,394,85,157,295,570,100,50,50,200,200,50,50,200,100,100,100,50,100,100,0,50,100,100
Cosmog,https://img.pokemondb.net/artwork/cosmog.jpg,0789,Psychic,Nebula Pokémon,0.2 m (0′08″),0.1 kg (0.2 lbs),1. Unaware,0289 (Sun/Moon — Alola dex)0387 (U.Sun/U.Moon — Alola dex),1 HP,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),40,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",43,196,290,29,56,172,31,60,177,29,56,172,31,60,177,37,71,190,200,100,100,100,100,100,100,50,100,100,100,50,200,100,200,100,200,100,100
Cosmoem,https://img.pokemondb.net/artwork/cosmoem.jpg,0790,Psychic,Protostar Pokémon,0.1 m (0′04″),999.9 kg (2204.4 lbs),1. Sturdy,0290 (Sun/Moon — Alola dex)0388 (U.Sun/U.Moon — Alola dex),"1 Defense, 1 Sp. Def","45 (5.9% with PokéBall, full HP)",0 (lower than normal),140,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",43,196,290,29,56,172,131,240,397,29,56,172,131,240,397,37,71,190,400,100,100,100,100,100,100,50,100,100,100,50,200,100,200,100,200,100,100
Solgaleo,https://img.pokemondb.net/artwork/solgaleo.jpg,0791,Psychic Steel,Sunne Pokémon,3.4 m (11′02″),230.0 kg (507.1 lbs),1. Full Metal Body,0291 (Sun/Moon — Alola dex)0389 (U.Sun/U.Moon — Alola dex),3 Attack,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),306,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",137,384,478,137,251,410,107,197,344,113,207,357,89,164,304,97,179,322,680,50,200,100,100,50,50,100,0,200,50,25,100,50,200,50,200,50,50
Lunala,https://img.pokemondb.net/artwork/lunala.jpg,0792,Psychic Ghost,Moone Pokémon,4.0 m (13′01″),120.0 kg (264.6 lbs),1. Shadow Shield,0292 (Sun/Moon — Alola dex)0390 (U.Sun/U.Moon — Alola dex),3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),306,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",137,384,478,113,207,357,89,164,304,137,251,410,107,197,344,97,179,322,680,0,100,100,100,100,100,0,50,100,100,50,100,100,400,100,400,100,100
Nihilego,https://img.pokemondb.net/artwork/nihilego.jpg,0793,Rock Poison,Parasite Pokémon,1.2 m (3′11″),55.5 kg (122.4 lbs),1. Beast Boost,0293 (Sun/Moon — Alola dex)0393 (U.Sun/U.Moon — Alola dex),3 Sp. Def,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",109,328,422,53,99,225,47,89,212,127,233,388,131,240,397,103,189,335,570,50,50,200,100,100,100,100,25,400,50,200,50,100,100,100,100,200,50
Buzzwole,https://img.pokemondb.net/artwork/buzzwole.jpg,0794,Bug Fighting,Swollen Pokémon,2.4 m (7′10″),333.6 kg (735.5 lbs),1. Beast Boost,0294 (Sun/Moon — Alola dex)0394 (U.Sun/U.Moon — Alola dex),"1 Attack, 2 Defense","45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",107,324,418,139,254,414,139,254,414,53,99,225,53,99,225,79,146,282,570,100,200,100,100,50,100,50,100,50,400,200,50,100,100,100,50,100,200
Pheromosa,https://img.pokemondb.net/artwork/pheromosa.jpg,0795,Bug Fighting,Lissome Pokémon,1.8 m (5′11″),25.0 kg (55.1 lbs),1. Beast Boost,0295 (Sun/Moon — Alola dex)0395 (U.Sun/U.Moon — Alola dex),3 Speed,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",71,252,346,137,251,410,37,71,190,137,251,410,37,71,190,151,276,441,570,100,200,100,100,50,100,50,100,50,400,200,50,100,100,100,50,100,200
Xurkitree,https://img.pokemondb.net/artwork/xurkitree.jpg,0796,Electric,Glowing Pokémon,3.8 m (12′06″),100.0 kg (220.5 lbs),1. Beast Boost,0296 (Sun/Moon — Alola dex)0396 (U.Sun/U.Moon — Alola dex),3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",83,276,370,89,164,304,71,132,265,173,315,489,71,132,265,83,153,291,570,100,100,100,50,100,100,100,100,200,50,100,100,100,100,100,100,50,100
Celesteela,https://img.pokemondb.net/artwork/celesteela.jpg,0797,Steel Flying,Launch Pokémon,9.2 m (30′02″),999.9 kg (2204.4 lbs),1. Beast Boost,0297 (Sun/Moon — Alola dex)0397 (U.Sun/U.Moon — Alola dex),"1 Attack, 1 Defense, 1 Sp. Atk","45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",97,304,398,101,186,331,103,189,335,107,197,344,101,186,331,61,114,243,570,50,200,100,200,25,100,100,0,0,50,50,25,100,100,50,100,50,50
Kartana,https://img.pokemondb.net/artwork/kartana.jpg,0798,Grass Steel,Drawn Sword Pokémon,0.3 m (1′00″),0.1 kg (0.2 lbs),1. Beast Boost,0298 (Sun/Moon — Alola dex)0398 (U.Sun/U.Moon — Alola dex),3 Attack,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",59,228,322,181,330,507,131,240,397,59,110,238,31,60,177,109,200,348,570,50,400,50,50,25,100,200,0,100,100,50,100,50,100,50,100,50,50
Guzzlord,https://img.pokemondb.net/artwork/guzzlord.jpg,0799,Dark Dragon,Junkivore Pokémon,5.5 m (18′01″),888.0 kg (1957.7 lbs),1. Beast Boost,0299 (Sun/Moon — Alola dex)0399 (U.Sun/U.Moon — Alola dex),3 HP,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",223,556,650,101,186,331,53,99,225,97,179,322,53,99,225,43,81,203,570,100,50,50,50,50,200,200,100,100,100,0,200,100,50,200,50,100,400
Necrozma,https://img.pokemondb.net/artwork/necrozma.jpg,0800,Psychic,Prism Pokémon,2.4 m (7′10″),230.0 kg (507.1 lbs),1. Prism Armor,0300 (Sun/Moon — Alola dex)0400 (U.Sun/U.Moon — Alola dex),"1 Attack, 2 Sp. Atk","255 (33.3% with PokéBall, full HP)",0 (lower than normal),270,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",97,304,398,107,197,344,101,186,331,127,233,388,89,164,304,79,146,282,600,100,100,100,100,100,100,50,100,100,100,50,200,100,200,100,200,100,100
